"","BL11","BL12","BL21","BL22","CF11","CF12","CF21","CF22","POOL1","POOL2","POOL3","POOL4","S111","S112","S121","S122","S711","S712","S721","S722"
"tr|A0A140NDK4|A0A140NDK4_ECOBD",870817.975524973,1000672.86096329,968317.516956369,895759.328073488,947505.603585328,999194.179904599,974754.934922773,924951.380744977,872898.327833042,914135.093435688,857707.563486754,929325.857781975,695420.624532135,877314.203707941,736534.293750996,799124.670102398,723469.081694533,800334.551661679,841889.160826684,668770.590144573
"tr|A0A140NDL0|A0A140NDL0_ECOBD",177017003.880825,170310303.659124,143199711.128397,140900451.747756,128196165.986833,133920248.259939,130622678.416328,128994750.090786,163455679.658823,165622930.317292,163548715.193705,165529894.782411,208416407.67651,186785448.706104,190557133.241389,188938495.964686,172729485.941353,164166572.073977,186053632.44734,194152243.180171
"tr|A0A140NDL1|A0A140NDL1_ECOBD",478119.253143774,260370.849014603,304348.604745165,318188.466345947,424690.213281126,330585.053584826,341102.973800165,294648.394877512,326114.015150533,329011.167129129,322340.771838914,332784.410440748,472727.823893779,311155.430681199,281615.843524173,300748.983625012,382355.339391077,294011.15903066,282237.246557089,248854.853680191
"tr|A0A140NDL3|A0A140NDL3_ECOBD",26993731.166473,14168623.6298722,12823595.4476344,40720156.2650523,55324905.537306,36277534.0206448,17824762.7998034,62138992.2938975,37116366.5425727,36515193.5936994,35355015.5654738,38276544.5707983,36257091.5247434,29049741.8486921,18284801.9004568,76130775.164259,39196244.3932477,33531093.2269496,44886776.6537501,88149961.1728163
"tr|A0A140NDL8|A0A140NDL8_ECOBD",228476.434427781,207004.194000479,217130.211773729,217935.234901506,181080.44857065,207233.773988405,185143.443348319,188863.564398309,162332.730380695,176699.830713579,168312.591963667,170719.969130608,109875.821216709,125969.802510233,128725.210850426,135959.617024788,121369.003862831,131306.547074279,134041.478804585,128177.451506155
"tr|A0A140NDM0|A0A140NDM0_ECOBD",30939.4007248431,23387.3228094644,27184.468396566,28467.3163104689,25578.1103604266,24143.3669689113,26551.6055528391,26662.7988489957,25573.8101149513,26774.3456981236,24527.0463940035,27821.1094190714,30336.8819066543,21516.9635643565,24576.038533936,20888.8813052266,26393.2460072115,31215.3827329729,25972.0210749575,19428.3394784445
"tr|A0A140NDM3|A0A140NDM3_ECOBD",2734395.37812172,2818470.73491827,2762724.96826358,2812983.47792274,3622383.87318199,3557643.36767742,3331770.38861165,3228519.92066047,2967493.58369992,2961444.38562072,2947292.66774461,2981645.30157602,2762198.38608275,2949686.09277296,2815261.50760788,2858140.75678158,2768502.57108268,2781294.23968209,2848055.50668668,2769487.55188592
"tr|A0A140NDM4|A0A140NDM4_ECOBD",412927.272020265,411628.424871125,331871.580998336,417917.519556808,422542.975417079,397797.763891739,364491.788655826,464876.209254133,354786.48264381,354776.355499994,355428.150380382,354134.687763421,242404.464185416,294218.639948333,272825.341057102,272354.877750861,264943.883491734,296500.129972798,301845.323407492,296800.430201461
"tr|A0A140NDM9|A0A140NDM9_ECOBD",9768228.21923036,6454324.29144307,5398150.95746508,5490322.77297044,9237853.46207257,6987718.89768659,7129510.65762629,7409036.28572772,6729911.49918703,7031230.49189106,6830380.51092399,6930761.4801541,8661000.20436231,6486074.23592868,5090374.72638574,5200207.73780823,7421037.03966662,5363973.52874156,6603834.43373765,6478199.41068141
"tr|A0A140NDN0|A0A140NDN0_ECOBD",5125416.25073361,5402852.90481776,5192015.2011739,5026177.62535486,5812056.22442282,5911887.34084034,5873311.7320186,5978088.83303279,5297459.22291262,5464241.3560718,5412908.24649375,5348792.33249067,5265195.45442255,5439781.94399401,5625754.04446233,5722040.76742524,5004467.69234191,4823073.2864252,5011618.9746801,4918323.28056023
"tr|A0A140NDN1|A0A140NDN1_ECOBD",1063564.93426947,831674.854041334,768380.888985257,912166.180889234,775026.755252653,940488.428220534,811480.419265304,963325.780131101,952459.910665795,948800.567053489,925116.909568138,976143.568151145,1359250.72148531,844589.391466121,1275750.55698396,811886.524428575,1048787.8984656,787122.7448883,856996.623028134,992272.879291476
"tr|A0A140NDN5|A0A140NDN5_ECOBD",223622.490759646,195182.706158637,209412.827325971,200911.680393959,194082.602760487,199257.151552531,180711.863797007,178033.017081321,163910.233880911,169850.141150141,179882.989969571,153877.385061481,118184.519082033,142576.25037372,151301.428594318,138282.610382035,142040.835192777,140546.506267288,135071.735662253,149666.576974107
"tr|A0A140NDN8|A0A140NDN8_ECOBD",2534950.28700649,2231938.43284514,2471501.68923505,2675405.34555088,3029324.83044631,2473707.07624933,2957890.93473969,2591085.56656376,2102843.59609149,2068556.50555377,2095319.87822415,2076080.22342111,1490277.52070108,1275172.21935952,1387743.02975694,1170232.33959586,1496168.14894293,1249737.11334656,1468866.64326387,1353809.44074887
"tr|A0A140NDN9|A0A140NDN9_ECOBD",24018479.0056733,23610735.5207354,26420825.3569942,27684162.4303972,16061406.1877383,16005617.292635,18005551.3888192,17547728.8313197,15381483.9704985,15084942.349756,15233321.0133021,15233105.3069525,6203561.53720857,8493154.3700428,8130673.70300251,7814445.10409682,7455358.15003585,8218033.24135941,9612812.29834487,7219764.13969959
"tr|A0A140NDQ1|A0A140NDQ1_ECOBD",2686154.56265609,2222176.20790259,2077428.39743479,2364452.86001669,2437547.76505241,1939859.28915041,2082201.61038045,2002216.16650298,2316413.75824445,2299577.20298067,2242807.50100708,2373183.46021805,2910942.9748905,2117481.18976166,2222375.60318771,2331012.49229275,2299882.54038675,2163454.10780566,2143193.66106836,1916757.28949458
"tr|A0A140NDQ2|A0A140NDQ2_ECOBD",249538.248132015,237081.052901142,212699.458821969,208212.980835283,273318.205689513,250560.959809277,231736.597207055,224817.199580218,230554.597821805,222115.733976482,224907.908041396,227762.423756891,203656.392015931,210537.865900897,225229.133143692,194321.300374026,225181.653395864,199363.447891387,229840.952411482,234010.378421926
"tr|A0A140NDQ3|A0A140NDQ3_ECOBD",177282.555944878,162407.685106708,183969.237195217,178892.578909083,251777.570490772,230481.285090168,245870.97129856,224616.278164281,186995.276775559,183196.081941494,187373.690369672,182817.668347382,131625.326858692,162326.285265491,179564.628818606,176446.339505296,181451.842637802,169580.007565348,178810.052293723,150820.292484963
"tr|A0A140NDQ6|A0A140NDQ6_ECOBD",775230.037853577,816414.383707291,872191.673813463,800328.931804886,455142.412761256,507843.112852001,474651.363524741,552517.45429024,595860.470092996,601030.033064606,587684.70592616,609205.797231443,464753.646673216,517112.768073835,535621.00538106,520801.071836986,378668.142783466,435360.42396788,396141.830835952,365540.078320955
"tr|A0A140NDQ8|A0A140NDQ8_ECOBD",3310672.75865181,3452532.00774987,3577740.18629857,3388826.83797013,4083671.85703833,4162024.29481591,4059248.55554947,3792680.72927596,4015980.17821449,4203497.29627687,4119536.31462763,4099941.15986373,3585500.3987463,3858270.00173165,3821667.25958453,3816273.76176782,5172881.54519018,5639227.92223393,5476106.21665571,5416371.84059886
"tr|A0A140NDQ9|A0A140NDQ9_ECOBD",36245.8862745828,48001.0115691994,46532.3346279274,41104.7260247446,37738.9741230545,36266.2630003131,37308.8037119505,37858.7845030835,35112.7092939573,34428.4670346298,35428.6677174373,34112.5086111498,25434.6254243499,32717.7401996376,27085.9602728558,33974.853755307,26345.8528086919,32608.6746169365,34720.5201391464,28171.6571158654
"tr|A0A140NDR0|A0A140NDR0_ECOBD",303642.920286857,194533.343714126,192372.575570251,274651.569444574,305909.983434114,493690.95059557,320765.16156761,451048.570563147,294272.339238709,329124.76052582,293913.19498236,329483.90478217,189832.960966365,369413.745482807,380696.961595605,322249.279569579,228497.441034934,292104.933115396,298863.071415229,258223.68454264
"tr|A0A140NDR3|A0A140NDR3_ECOBD",1297645.25992872,1358588.32691673,1322440.8945797,1344928.34784128,1554451.01112576,1576025.97629881,1602895.45468,1608950.98557502,1557368.17888339,1563347.21928635,1559252.84330756,1561462.55486218,1758120.79427948,1698443.98692567,1680967.53402353,1814174.09849829,1619323.15279407,1610872.24628177,1559315.58060863,1525670.74055997
"tr|A0A140NDR7|A0A140NDR7_ECOBD",5888421.60627081,4830538.64691968,5077430.13644883,6073555.2608761,6783584.61258229,6417714.95431851,6877382.15957229,6656867.53337997,6045664.01187983,6195223.33203576,6086356.38916406,6154530.95475153,7706625.64450353,6050645.63602829,6972981.73300675,6013233.25519542,6310412.1660109,5502061.58666521,5806102.1452668,5922983.55250413
"tr|A0A140NDR8|A0A140NDR8_ECOBD",6187459.89632931,5708568.32683164,5596401.7064583,5732506.06838287,5623352.56886969,5607122.40390261,5594556.86234963,5472374.53228521,5061184.73885923,5139136.07420151,5089927.87336471,5110392.93969603,4452256.19753324,4643877.85135566,4628968.7675908,4541052.37603684,4469154.49668601,4455522.05561291,4539700.54704833,4168522.95737455
"tr|A0A140NDS0|A0A140NDS0_ECOBD",346401.217511926,350773.003994137,346817.445331473,398252.574566326,388866.785846988,404872.823109241,367455.591105386,355365.267160879,305486.200165145,297991.435542288,297127.980432677,306349.655274757,160933.945363399,224828.505299458,188706.941991136,204592.616262597,237270.353574919,228474.512392632,260566.528540035,229702.301927933
"tr|A0A140NDS1|A0A140NDS1_ECOBD",1022041.81431138,1319693.18140128,1370128.84676878,1299313.55920588,951113.557092743,1175363.45692287,1229455.25596693,1208666.063837,997835.343726616,1037680.05322205,1014887.45334259,1020627.94360608,668965.283103088,880304.539243021,768830.343969744,785802.627326202,705332.3480675,843052.722888819,889993.097756141,721104.625847563
"tr|A0A140NDS7|A0A140NDS7_ECOBD",831543.703754477,703997.796038204,832813.553639511,891528.760446033,622665.5130105,650929.287518942,650057.295587608,651078.719372424,613145.659695708,597468.105494051,601868.97978105,608744.78540871,474835.623706653,490325.910258955,474554.188384849,478085.611961616,438197.798148232,463548.748709411,481094.114607869,382738.466615654
"tr|A0A140NDT0|A0A140NDT0_ECOBD",17086948.5218295,18282216.9458409,20427370.3099869,21125652.0896594,15587055.4793495,15987950.8804296,17119317.565476,17040540.1513633,16070145.0126051,16021648.39315,16072690.1293164,16019103.2764387,12017107.8932081,15036615.7130593,14934076.2836425,15478149.8559542,12242475.822171,14456038.2973073,13386419.3149134,11845871.9464902
"tr|A0A140NDT9|A0A140NDT9_ECOBD",644167.099320931,741797.922911064,689543.374767182,728622.414969798,711616.970659059,741815.11269627,773317.052197777,713264.024958923,655963.423000905,693554.183077117,663047.438479723,686470.167598299,450610.10228779,688224.711486782,587969.12736622,631772.711602682,616344.753148263,813586.414469797,719012.978599242,634855.635650369
"tr|A0A140NDU0|A0A140NDU0_ECOBD",905233.796995857,946862.720927415,1196050.60480135,1219967.60174893,932447.357510214,961146.566755318,953976.729816241,908487.464579734,951406.703245982,947798.725932204,960396.493896059,938808.935282127,820808.899925581,950990.700256993,899307.181407484,870630.835473405,893093.173001123,850646.317920338,821194.352966131,700925.957854736
"tr|A0A140NDU1|A0A140NDU1_ECOBD",1961716.55311056,1535254.12555129,1794691.9440104,2064631.40090238,1177170.13372123,1015495.56347319,1231491.27241318,1137791.330327,1162317.52125197,1231885.40753924,1176628.09753769,1217574.83125351,671067.829569894,792530.166625778,741091.790479197,752475.157467646,846504.036554714,867393.652859389,823336.978408415,811944.095238917
"tr|A0A140NDU2|A0A140NDU2_ECOBD",783487.891626092,702134.811904856,818083.441749245,882565.745736447,824764.092962055,904507.323176458,711607.384931438,848417.52861404,738739.304988483,791456.095219418,759145.626918689,771049.773289212,738280.546126138,659054.087182759,600577.49516301,709725.658700536,672213.344891049,1093975.57802753,851547.239768311,534917.281637211
"tr|A0A140NDU3|A0A140NDU3_ECOBD",537444.853921517,298221.153657043,527766.495966263,523365.621869661,772204.621097159,605893.506572395,542251.188996505,490815.39263759,509115.990095371,543036.919231698,533989.080489516,518163.828837552,610600.893266134,495878.263590713,437697.477887878,461138.387362038,604207.477670824,470628.431639722,510213.449519471,430367.063676424
"tr|A0A140NDU6|A0A140NDU6_ECOBD",198177.014705523,248373.181476008,238395.334002806,215270.842283229,249143.495577918,239621.585807794,226561.725675378,204451.713217113,197337.725351628,201332.610205862,191058.797771145,207611.537786345,129089.929003787,180433.062607634,167616.908399446,150259.214460126,176490.417144497,165673.406449295,180879.089123878,187148.966227175
"tr|A0A140NDV1|A0A140NDV1_ECOBD",206772117.221806,188304994.367033,172898264.21675,171471299.799992,209678281.535885,197672285.246549,195024800.356381,188093970.198122,204093437.245602,206121382.871187,207764848.270624,202449971.846166,262942716.111328,216274389.630773,230082090.019389,222283228.213217,216261247.061874,194493219.362035,207403667.099653,212227414.544996
"tr|A0A140NDV2|A0A140NDV2_ECOBD",13020906.4183589,13231746.451925,13622704.2461112,12328065.0314765,12423098.6007464,12372602.666009,12605981.1740358,12488426.1814005,10929973.2738448,10630885.4125148,11132370.7020192,10428487.9843404,8536102.9461815,8644911.99341268,9205742.81728698,8973146.22097262,8732347.85871904,8120723.15640783,8331741.03641285,8570890.68757992
"tr|A0A140NDV6|A0A140NDV6_ECOBD",121336.407375667,109412.207847211,113416.082075819,124599.691313256,123534.841645551,126049.829724452,117889.490044185,120916.433117092,91263.522710144,108324.065558355,99389.1384042491,100198.44986425,129426.669896294,83296.6213164078,85870.9778041384,75299.0639982174,89372.51760965,118767.702756069,84173.6933362162,89110.846308273
"tr|A0A140NDV9|A0A140NDV9_ECOBD",115239703.785787,114563008.333947,111891805.330797,113617423.385506,90330893.2545101,91987123.1101464,95891054.823044,98548441.7014387,91565163.854376,89558387.9071456,90455148.5168499,90668403.2446718,74892723.1841155,76814143.8693048,80472459.1857163,78675447.9931143,71050594.874451,73037752.6004848,72931142.0492773,68635489.5603455
"tr|A0A140NDW0|A0A140NDW0_ECOBD",1198504.49232908,1130659.69667154,1096601.82458541,1193535.01112246,1451558.3808652,1363070.61280718,1351123.71139773,1254716.09322999,1273877.17051595,1328174.24951271,1261022.8565521,1341028.56347656,1433446.80338917,1308476.30681103,1229567.32723599,1288598.24011832,1277194.88428982,1199221.82923798,1241274.47723269,1065652.83883647
"tr|A0A140NDW1|A0A140NDW1_ECOBD",4060647.37623147,4694823.42862592,4232522.30553215,4568850.85029726,3788157.5105796,4087436.98487254,4536553.75918704,4447141.21809722,3740150.40478608,3732964.52393828,3644271.70045689,3828843.22826746,2437160.17119233,3337310.6226811,3002170.40489891,3162318.26296257,2741254.63914667,3091622.60402764,3065768.41617153,2807375.52512962
